year,Base case cost,Modeled diesel efficiency
2019,0.0,131364.374264
2020,0.0,128285.521754
2021,0.0,125278.829797
2022,0.0,122342.607185
2023,0.0,119475.20243
2024,0.0,116675.002318
2025,0.0,113940.431911
2026,0.0,111269.953105
2027,0.0,108662.063613
2028,0.0,106115.296392
2029,0.0,103628.219209
2030,0.0,101199.43276
2031,0.0,98827.5711088
2032,0.0,96511.2999493
2033,0.0,94249.3163184
2034,0.0,92040.3480179
2035,0.0,89883.152315
2036,0.0,87776.5159416
2037,0.0,85719.2537951
2038,0.0,83710.2087933
