year,Base case diesel consumed,Modeled non-residential ashp
2017,95656.6437469,66959.6506228
2018,95656.6437469,66959.6506228
2019,95656.6437469,66959.6506228
2020,95656.6437469,66959.6506228
2021,95656.6437469,66959.6506228
2022,95656.6437469,66959.6506228
2023,95656.6437469,66959.6506228
2024,95656.6437469,66959.6506228
2025,95656.6437469,66959.6506228
2026,95656.6437469,66959.6506228
2027,95656.6437469,66959.6506228
2028,95656.6437469,66959.6506228
2029,95656.6437469,66959.6506228
2030,95656.6437469,66959.6506228
2031,95656.6437469,66959.6506228
