year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,11661.52,209614.62,169156.82,17659.77,601824.12,312176.99
2018,12977.97,232572.22,183875.96,17811.28,605488.62,318200.47
2019,14870.81,266052.04,204242.42,17982.24,610374.61,325068.62
2020,15752.65,281357.11,213967.86,18077.72,612817.6,328418.71
2021,16427.65,292835.9,221926.78,18162.89,614446.27,331490.33
2022,16929.16,301445.0,228546.2,18219.77,615803.49,334351.64
2023,17264.85,307184.4,231459.11,18258.57,616617.82,334795.64
2024,17535.41,311967.23,233886.53,18280.63,617296.43,335165.64
2025,17809.14,316750.07,238685.83,18306.01,618246.48,337743.11
2026,18249.15,324402.6,242608.69,18348.43,619332.26,338339.01
2027,18595.38,330142.0,247990.92,18396.54,620146.59,341000.22
2028,18893.07,334924.83,252931.53,18445.31,620960.92,343591.81
2029,19197.18,341620.79,248936.56,18400.77,621910.97,337459.65
2030,19360.46,345447.06,245842.39,18366.19,622453.86,333311.5
2031,19737.52,353099.59,247091.27,18348.6,623539.64,331669.74
2032,,,252978.48,,,334406.9
2033,,,264674.78,,,341690.94
2034,,,273935.86,,,346761.17
2035,,,279129.85,,,349378.08
2036,,,283169.66,,,349985.66
