year,Base case cost,Modeled non-residential energy efficiency
2017,811438.74879,775846.872208
2018,838060.836162,798683.010282
2019,876426.651971,833011.690094
2020,894174.710219,847422.637479
2021,907282.170968,857468.04016
2022,917248.488488,864504.717339
2023,923802.218862,868330.351103
2024,929263.660841,871157.961613
2025,934996.546736,874244.035764
2026,943734.853902,880356.488726
2027,950288.584276,884409.867341
2028,955885.748213,887560.319184
2029,963531.766983,892776.720615
2030,967900.920566,894873.274769
2031,976639.227732,901247.78748
