year,Base case cost,Modeled residential energy efficiency
2017,481333.812059,520857.386054
2018,502076.428283,538181.747373
2019,529311.03816,561199.332897
2020,542386.574858,571538.54994
2021,553417.117579,580172.447762
2022,562897.835925,587519.349265
2023,566254.746962,589004.456059
2024,569052.172827,590039.270611
2025,576428.941256,595685.831313
2026,580947.699686,598277.991164
2027,588991.145908,604577.764597
2028,596523.343635,610472.479389
2029,586396.213185,598585.313568
2030,579153.890888,589839.77105
2031,578761.009633,587667.728564
2032,587385.379551,594616.395824
2033,606365.715858,611871.821426
2034,620697.034396,624504.404667
2035,628507.932934,630870.164809
2036,633155.322508,633869.34383
