year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,95657.0,70730.2843839
2018,95657.0,70730.2843839
2019,95657.0,70730.2843839
2020,95657.0,70730.2843839
2021,95657.0,70730.2843839
2022,95657.0,70730.2843839
2023,95657.0,70730.2843839
2024,95657.0,70730.2843839
2025,95657.0,70730.2843839
2026,95657.0,70730.2843839
2027,95657.0,70730.2843839
2028,95657.0,70730.2843839
2029,95657.0,70730.2843839
2030,95657.0,70730.2843839
2031,95657.0,70730.2843839
2032,,
2033,,
2034,,
2035,,
2036,,
