year,Base case cost,Modeled water and wastewater efficiency
2017,29321.285523,36785.2613107
2018,30789.2460399,37380.5136535
2019,32853.0454492,38373.7732266
2020,33830.3746643,38661.8419204
2021,34590.5396487,38816.0830397
2022,35148.9321154,38844.5089727
2023,35523.4177795,38759.5608145
2024,35816.0343968,38627.5108835
2025,36115.1483055,38507.6207302
2026,36597.5795415,38516.017464
2027,36991.9161188,38474.9735972
2028,37338.3816236,38409.9615431
2029,37597.9534252,38286.0537319
2030,37726.651623,38084.8284979
2031,38086.1172278,38041.8961636
