year,population
2003,380.0
2004,369.0
2005,396.0
2006,382.0
2007,389.0
2008,379.0
2009,386.0
2010,376.0
2011,389.0
2012,393.0
2013,400.0
2014,406.0
2015,412.0
2016,419.0
2017,427.0
2018,433.0
2019,436.0
2020,440.0
2021,444.0
2022,446.0
2023,447.0
2024,447.0
2025,448.0
2026,449.0
2027,452.0
2028,455.0
2029,447.0
2030,442.0
2031,436.0
2032,441.0
2033,448.0
2034,454.0
2035,458.0
2036,458.0
2037,455.0
2038,453.0
2039,454.0
2040,457.0
