year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,63195.0,46727.4171655
2018,63195.0,46727.4171655
2019,63195.0,46727.4171655
2020,63195.0,46727.4171655
2021,63195.0,46727.4171655
2022,63195.0,46727.4171655
2023,63195.0,46727.4171655
2024,63195.0,46727.4171655
2025,63195.0,46727.4171655
2026,63195.0,46727.4171655
2027,63195.0,46727.4171655
2028,63195.0,46727.4171655
2029,63195.0,46727.4171655
2030,63195.0,46727.4171655
2031,63195.0,46727.4171655
2032,,
2033,,
2034,,
2035,,
2036,,
