year,Base case cost,Modeled biomass for heat (cordwood)
2017,221864.512719,261303.680633
2018,238927.162719,272819.88217
2019,263573.212719,289969.159729
2020,274948.312719,297330.861289
2021,283163.662719,302380.783403
2022,289483.162719,306052.898049
2023,293906.812719,308346.642379
2024,297066.562719,309728.740902
2025,301490.212719,312067.753526
2026,306545.812719,314895.881876
2027,310969.462719,317278.06571
2028,314129.212719,318746.530938
2029,319184.812719,321637.160212
2030,322344.562719,323145.831761
2031,327400.162719,326075.725021
2032,,
2033,,
2034,,
2035,,
2036,,
