year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,63194.5950552,46764.0003409
2018,63194.5950552,46764.0003409
2019,63194.5950552,46764.0003409
2020,63194.5950552,46764.0003409
2021,63194.5950552,46764.0003409
2022,63194.5950552,46764.0003409
2023,63194.5950552,46764.0003409
2024,63194.5950552,46764.0003409
2025,63194.5950552,46764.0003409
2026,63194.5950552,46764.0003409
2027,63194.5950552,46764.0003409
2028,63194.5950552,46764.0003409
2029,63194.5950552,46764.0003409
2030,63194.5950552,46764.0003409
2031,63194.5950552,46764.0003409
