year,Base case cost,Modeled residential energy efficiency
2017,39830.708589,39064.0899989
2018,42024.8226754,41026.6159745
2019,45194.0985781,43888.4778337
2020,46656.8413023,45180.2035322
2021,47713.2666032,46099.0663482
2022,48525.90145,46794.6989803
2023,39734.6819914,37907.0079433
2024,40063.9519081,38153.8760158
2025,40524.9297915,38520.7656771
2026,41051.7616583,38948.2273077
2027,41512.7395417,39317.3899148
2028,41842.0094584,39568.8051574
2029,42368.8413251,39999.5574349
2030,42698.1112419,40253.0895231
2031,43224.9431086,40685.9090327
2032,43817.6289587,41179.1479848
2033,44344.4608255,41613.9389607
2034,34359.7322184,31531.6887153
2035,34662.3991105,31757.0587786
2036,35116.3994485,32115.3735495
