year,Base case diesel consumed,Modeled residential energy efficiency
2017,4848.79034609,4205.594075
2018,4848.79034609,4205.594075
2019,4848.79034609,4205.594075
2020,4848.79034609,4205.594075
2021,4848.79034609,4205.594075
2022,4848.79034609,4205.594075
2023,3776.06280116,3132.86653007
2024,3776.06280116,3132.86653007
2025,3776.06280116,3132.86653007
2026,3776.06280116,3132.86653007
2027,3776.06280116,3132.86653007
2028,3776.06280116,3132.86653007
2029,3776.06280116,3132.86653007
2030,3776.06280116,3132.86653007
2031,3776.06280116,3132.86653007
2032,3776.06280116,3132.86653007
2033,3776.06280116,3132.86653007
2034,2703.33525623,2060.13898514
2035,2703.33525623,2060.13898514
2036,2703.33525623,2060.13898514
