year,Base case cost,Modeled non-residential energy efficiency
2017,310735.604589,335851.693541
2018,332898.434534,355558.223058
2019,364911.41112,384552.02211
2020,379686.631083,397365.325172
2021,390357.623279,406345.232455
2022,398566.078814,413034.615177
2023,404311.997688,417432.89513
2024,408416.225456,420311.239309
2025,414162.14433,424756.022912
2026,420728.908758,429994.975776
2027,426474.827633,434484.108718
2028,430579.0554,437451.176519
2029,437145.819829,442754.335936
2030,441250.047596,445762.707276
2031,447816.812024,451106.202179
