year,Base case diesel consumed,Modeled non-residential ashp
2017,63194.5950552,44236.2165197
2018,63194.5950552,44236.2165197
2019,63194.5950552,44236.2165197
2020,63194.5950552,44236.2165197
2021,63194.5950552,44236.2165197
2022,63194.5950552,44236.2165197
2023,63194.5950552,44236.2165197
2024,63194.5950552,44236.2165197
2025,63194.5950552,44236.2165197
2026,63194.5950552,44236.2165197
2027,63194.5950552,44236.2165197
2028,63194.5950552,44236.2165197
2029,63194.5950552,44236.2165197
2030,63194.5950552,44236.2165197
2031,63194.5950552,44236.2165197
