year,Base case cost,Modeled solar power (pv)
2016,212335.903171,226073.623085
2017,253373.4234,266129.669851
2018,284345.026792,296307.143639
2019,327145.940589,338145.538552
2020,347629.724302,358033.671341
2021,362600.352753,372503.39876
2022,373067.040856,382545.384738
2023,381918.985096,391014.63155
2024,388124.381635,396878.3536
2025,395705.516627,404110.039375
2026,405777.991539,413809.67344
2027,414535.936701,422219.034152
2028,421414.628966,428788.402703
2029,431356.671049,438382.257216
2030,436920.833563,443667.529648
2031,446944.487249,453358.395563
2032,457314.261573,463403.076882
2033,467437.015062,473208.26763
2034,478724.919921,484171.146784
2035,485579.56591,490767.071206
