year,Base case cost,Modeled diesel efficiency
2019,327145.940589,510320.68369
2020,347629.724302,523952.103317
2021,362600.352753,532688.521388
2022,373067.040856,537444.664897
2023,381918.985096,540844.399372
2024,388124.381635,541947.106629
2025,395705.516627,544406.857786
2026,405777.991539,549235.343036
2027,414535.936701,552970.245955
2028,421414.628966,555095.804083
2029,431356.671049,560102.971251
2030,436920.833563,561224.725483
2031,446944.487249,566492.82627
2032,457314.261573,572165.683211
2033,467437.015062,577701.964944
2034,478724.919921,584383.402405
2035,485579.56591,587118.517517
2036,497604.889898,594636.195517
2037,504862.493177,597899.607675
2038,516356.61307,605092.548886
