year,Base case cost,Modeled non-residential energy efficiency
2017,484975.123699,446503.889456
2018,499196.158101,459412.444492
2019,518922.109047,477856.677306
2020,528555.712997,486238.603392
2021,534978.115631,491438.664365
2022,540024.289128,495291.144831
2023,543694.23349,497795.373343
2024,546446.691762,499409.437232
2025,550116.636124,501967.668327
2026,554245.323531,505010.698243
2027,557915.267893,507620.430217
2028,560667.726165,509337.52483
2029,564796.413572,512455.114908
2030,567090.128798,513761.430405
2031,571677.559251,517384.603303
