year,Base case cost,Modeled residential energy efficiency
2017,676392.956525,692887.909173
2018,684672.696995,697820.844457
2019,696157.498293,705083.279207
2020,701766.35474,708142.336507
2021,705505.592372,709879.371243
2022,708443.564797,711062.355133
2023,692307.555051,693418.047864
2024,693851.428067,693624.841784
2025,695909.925422,694217.133389
2026,698225.734946,695012.084586
2027,700284.2323,695644.518037
2028,701828.105316,695931.618228
2029,704143.91484,696784.684599
2030,686659.170843,678155.514275
2031,689134.530207,679129.67779
2032,691362.353634,679948.882045
2033,693837.712998,680957.863063
2034,696313.072362,681983.643223
2035,717266.835475,701729.117023
2036,719839.957169,702885.08584
