year,Base case cost,Modeled diesel efficiency
2019,6927.24341564,153928.008652
2020,6860.86932785,150407.578385
2021,6551.55548697,146747.38966
2022,7393.67467916,144213.153417
2023,7648.58403241,141222.429098
2024,7705.61924461,138127.345594
2025,8002.61899109,135324.167932
2026,8452.76573535,132732.242411
2027,8631.18158504,129963.62825
2028,9111.56087536,127538.217162
2029,9639.03634052,125222.701722
2030,10096.1785847,122908.755713
2031,10693.9138465,120786.594874
2032,10925.5348908,118394.07693
2033,11187.1415031,116089.82832
2034,11082.5889331,113512.287578
2035,11258.6643052,111248.046563
2036,11511.3611012,109110.281139
2037,11662.8715553,106936.016183
2038,11940.4381107,104930.535226
