year,Base case diesel consumed,Modeled diesel efficiency
2019,2348.218107,2134.74373363
2020,2171.1611797,1973.78289063
2021,1985.31984454,1804.83622231
2022,2168.23304374,1971.12094886
2023,2191.57135599,1992.33759636
2024,2170.59697031,1973.26997301
2025,2204.57823446,2004.16203133
2026,2272.24885359,2065.68077599
2027,2271.36357501,2064.87597728
2028,2360.5079988,2145.91636254
2029,2440.26236469,2218.42033153
2030,2524.04464616,2294.58604197
2031,2608.27166988,2371.15606353
2032,2607.52622691,2370.4783881
2033,2607.7252921,2370.65935645
2034,2524.50772963,2295.00702694
2035,2524.36419399,2294.87653999
2036,2524.42129413,2294.92844921
2037,2524.43107258,2294.93733871
2038,2524.40552023,2294.9141093
