year,population
2003,112.0
2004,118.0
2005,104.0
2006,108.0
2007,94.0
2008,75.0
2009,76.0
2010,95.0
2011,96.0
2012,96.0
2013,97.0
2014,97.0
2015,98.0
2016,98.0
2017,99.0
2018,99.0
2019,99.0
2020,99.0
2021,99.0
2022,99.0
2023,98.0
2024,98.0
2025,98.0
2026,98.0
2027,97.0
2028,97.0
2029,97.0
2030,96.0
2031,96.0
2032,96.0
2033,96.0
2034,96.0
2035,96.0
2036,96.0
2037,96.0
2038,96.0
2039,97.0
2040,97.0
