year,Base case cost,Modeled biomass for heat (cordwood)
2017,155231.988273,181756.989516
2018,166933.49349,190409.234223
2019,182956.490881,202256.846287
2020,190427.803055,207781.2314
2021,195616.636968,211617.922486
2022,199466.416968,214464.499744
2023,202114.091751,216422.224814
2024,204290.05436,218031.159786
2025,206907.296099,219966.382269
2026,210087.549142,222317.902612
2027,212780.87349,224309.381563
2028,214956.836099,225918.316535
2029,217939.27436,228123.570062
2030,219765.256968,229473.725283
2031,222975.943055,231847.748214
2032,,
2033,,
2034,,
2035,,
2036,,
