year,Base case cost,Modeled water and wastewater efficiency
2017,86813.2069192,71208.2226264
2018,89229.3360387,72785.5865267
2019,92523.4285439,74934.9734967
2020,94083.1001757,75954.2744664
2021,95170.5689987,76665.2316709
2022,95972.0797042,77188.8558895
2023,96513.5257455,77541.9075185
2024,96966.5576598,77837.8630782
2025,97516.7615212,78197.6510483
2026,98193.9028575,78641.0050174
2027,98764.4964598,79014.3955049
2028,99223.6880065,79314.759537
2029,99909.9613858,79767.3830157
2030,100344.695489,80054.9589302
2031,101045.055735,80514.495575
