year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,31023.71,155233.02,174996.05,55789.5,200970.18,206009.2
2018,33371.04,166934.6,186557.46,55858.3,201123.7,206166.57
2019,36582.86,182957.7,202388.61,55940.56,201333.92,206382.06
2020,38087.39,190429.06,215530.85,55995.71,201431.94,210453.36
2021,39133.84,195617.93,220798.34,56036.73,201500.02,210524.48
2022,39908.92,199467.74,224706.48,56063.16,201550.53,210577.25
2023,40439.25,202115.43,227394.29,56074.27,201585.27,210613.54
2024,40877.44,204291.41,229603.24,56089.12,201613.81,210643.37
2025,41406.09,206908.67,238467.65,56110.68,201648.15,214654.33
2026,42051.11,210088.94,241782.4,56142.8,201689.88,214698.74
2027,42596.65,212782.28,244589.62,56167.84,201725.21,214736.36
2028,43036.95,214958.26,246857.61,56186.74,201753.76,214766.75
2029,43657.76,217940.72,256472.99,56252.2,201792.89,218786.33
2030,44042.51,219766.71,264982.09,56302.18,201816.85,222790.71
2031,44699.85,222977.42,268502.78,56345.21,201858.97,222837.21
2032,,,272140.27,,,222885.26
2033,,,275677.65,,,222931.98
2034,,,279415.25,,,222981.35
2035,,,281801.31,,,223012.86
2036,,,285672.4,,,223063.99
