year,Base case cost,Modeled residential energy efficiency
2017,143617.153068,153984.095477
2018,154181.901199,163027.871686
2019,168972.548582,175899.792906
2020,175613.247407,181422.733196
2021,180442.846553,185321.155135
2022,184065.045912,188140.010466
2023,186479.845485,189879.044725
2024,188592.795111,191355.827836
2025,191007.594684,193115.329458
2026,193724.244203,195157.312597
2027,196440.893723,197208.939614
2028,188452.842369,188653.014938
2029,191318.745179,190843.266448
2030,192751.696584,191755.76701
2031,195617.599393,193963.771143
