year,Base case diesel consumed,Modeled non-residential ashp
2017,4156.81032439,-4879.73385907
2018,4156.81032439,-4879.73385907
2019,4156.81032439,-4879.73385907
2020,4156.81032439,-4879.73385907
2021,4156.81032439,-4879.73385907
2022,4156.81032439,-4879.73385907
2023,4156.81032439,-4879.73385907
2024,4156.81032439,-4879.73385907
2025,4156.81032439,-4879.73385907
2026,4156.81032439,-4879.73385907
2027,4156.81032439,-4879.73385907
2028,4156.81032439,-4879.73385907
2029,4156.81032439,-4879.73385907
2030,4156.81032439,-4879.73385907
2031,4156.81032439,-4879.73385907
