year,Base case diesel consumed,Modeled diesel efficiency
2019,40598.6419303,36907.8563002
2020,40598.6419303,36907.8563002
2021,40598.6419303,36907.8563002
2022,40496.890948,36815.3554072
2023,40496.890948,36815.3554072
2024,40496.890948,36815.3554072
2025,40395.1399657,36722.8545143
2026,40293.3889834,36630.3536213
2027,40293.3889834,36630.3536213
2028,40191.6380011,36537.8527283
2029,40089.8870188,36445.3518353
2030,39988.1360366,36352.8509423
2031,39886.3850543,36260.3500494
2032,39784.634072,36167.8491564
2033,39581.1321074,35982.8473704
2034,39479.3811252,35890.3464774
2035,39275.8791606,35705.3446915
2036,39174.1281783,35612.8437985
2037,39072.377196,35520.3429055
2038,38970.6262138,35427.8420125
