year,Base case cost,Modeled non-residential energy efficiency
2017,234650.883189,238238.658055
2018,252994.506455,253717.251361
2019,278675.579026,275741.603013
2020,290205.856507,285198.967182
2021,298591.512857,291878.114737
2022,304880.755119,296710.913979
2023,309073.583294,299696.936856
2024,312742.307947,302234.225207
2025,316935.136122,305254.677469
2026,321652.067819,308757.894978
2027,326368.999515,312277.335035
2028,329513.620647,314414.157429
2029,334754.655865,318431.064196
2030,337375.173475,320132.312747
2031,342616.208693,324179.08227
