year,Base case diesel consumed,Modeled residential energy efficiency
2017,12935.4836369,10011.1053607
2018,12935.4836369,10011.1053607
2019,12935.4836369,10011.1053607
2020,12935.4836369,10011.1053607
2021,12935.4836369,10011.1053607
2022,12935.4836369,10011.1053607
2023,12935.4836369,10011.1053607
2024,12935.4836369,10011.1053607
2025,12935.4836369,10011.1053607
2026,12935.4836369,10011.1053607
2027,12935.4836369,10011.1053607
2028,12159.4958166,9235.11754047
2029,12159.4958166,9235.11754047
2030,12159.4958166,9235.11754047
2031,12159.4958166,9235.11754047
