year,Base case cost,Modeled water and wastewater efficiency
2017,56667.0022138,43668.09129
2018,60933.2469729,46584.8932641
2019,66904.539903,50700.3951007
2020,69584.7026077,52507.4111146
2021,71531.6977723,53801.4938205
2022,72990.3343291,54754.4603091
2023,73960.6135161,55366.2715355
2024,74808.7096417,55893.9354909
2025,75777.0609267,56507.5869297
2026,76865.4872212,57207.0613608
2027,77951.4254064,57906.2819851
2028,78671.1907377,58349.93374
2029,79879.3270358,59137.8580432
2030,80476.7525368,59498.4794685
2031,81680.6304293,60286.1671674
