year,Base case cost,Modeled non-residential energy efficiency
2017,1748315.13758,1646330.96449
2018,1844293.05005,1729208.66132
2019,1975818.33751,1844450.4298
2020,2043358.35,1901712.60563
2021,2086015.19998,1936484.15528
2022,2121562.57497,1964895.24055
2023,2142890.99997,1980490.74115
2024,2164219.42496,1996174.44544
2025,2185547.84996,2011944.28614
2026,2213985.74995,2034251.19704
2027,2238868.91244,2053413.77773
2028,2260197.33743,2069430.10289
2029,2285080.49993,2088751.24496
2030,2302854.18742,2101695.93893
2031,2331292.08741,2124394.77324
