year,Base case cost,Modeled residential energy efficiency
2017,927645.321145,886021.389077
2018,985776.314181,939249.266206
2019,1052692.66261,999652.646867
2020,1093099.17901,1036477.98912
2021,1105057.87157,1046002.68957
2022,1126061.04931,1064907.72358
2023,1124680.28768,1062088.82261
2024,1137124.14842,1073105.43937
2025,1135269.24907,1069833.93601
2026,1151650.33552,1084484.38528
2027,1151289.91131,1082565.68286
2028,1163417.68025,1093307.29474
2029,1162530.43636,1090881.35891
2030,1157337.19299,1084483.29758
2031,1157707.35539,1083171.23506
2032,1157656.06205,1081446.72922
2033,1174899.44002,1096863.48399
2034,1176079.21198,1096225.22765
2035,1187416.75139,1106239.76791
2036,1187964.33973,1104985.91817
