year,Base case cost,Modeled wind power
2019,613201.219372,
2020,649237.906177,
2021,675246.699771,
2022,694331.286226,
2023,706392.42965,
2024,718372.351293,
2025,730400.329342,
2026,747166.137112,
2027,761560.34494,
2028,771241.021166,
2029,785658.622618,
2030,795572.082638,
2031,812376.464223,
2032,829189.611628,
2033,846011.768605,
2034,862600.401992,
2035,874695.960347,
2036,891540.409195,
2037,901532.960832,
2038,920771.961918,
