year,Base case diesel consumed,Modeled diesel efficiency
2019,235846.622836,214406.02076
2020,236086.511337,214624.101216
2021,236100.244675,214636.586068
2022,236167.104158,214697.367417
2023,236251.648712,214774.226102
2024,236306.694504,214824.267731
2025,236375.511114,214886.828285
2026,236444.980099,214949.981908
2027,236509.423894,215008.567177
2028,236577.000358,215070.000325
2029,236644.163439,215131.057672
2030,236777.405547,215252.186861
2031,236844.450211,215313.136555
2032,236911.317608,215373.925098
2033,236978.086444,215434.62404
2034,236978.132415,215434.665832
2035,237044.975704,215495.432458
2036,237111.810956,215556.191778
2037,237245.516008,215677.741826
2038,237312.361319,215738.51029
