year,Base case cost,Modeled diesel efficiency
2019,613201.219372,883456.178412
2020,649237.906177,916216.802781
2021,675246.699771,939861.160593
2022,694331.286226,957210.784643
2023,706392.42965,968175.460483
2024,718372.351293,979066.29834
2025,730400.329342,990000.823839
2026,747166.137112,1005242.46727
2027,761560.34494,1018328.11075
2028,771241.021166,1027128.7255
2029,785658.622618,1040235.63591
2030,795572.082638,1049247.87229
2031,812376.464223,1064524.58282
2032,829189.611628,1079809.26228
2033,846011.768605,1095102.13226
2034,862600.401992,1110182.70807
2035,874695.960347,1121178.67021
2036,891540.409195,1136491.80552
2037,901532.960832,1145575.94338
2038,920771.961918,1163065.94436
