year,Base case cost,Modeled residential energy efficiency
2017,1446815.44248,1437592.02946
2018,1531609.11427,1507836.5373
2019,1652917.74831,1609140.07091
2020,1714885.81382,1662014.90894
2021,1765877.80975,1706338.53806
2022,1817914.52933,1753525.53633
2023,1852010.75545,1784590.68662
2024,1886426.73374,1815975.58909
2025,1930790.96747,1857308.74699
2026,1972277.75386,1894552.02723
2027,2011004.53525,1929641.51763
2028,2043635.7527,1959847.87443
2029,2093062.20715,2005637.03789
2030,2136393.09767,2046543.06775
2031,2180086.17413,2085992.63806
2032,2224226.90365,2125889.86142
2033,2268815.28623,2166234.73785
2034,2313851.32186,2207027.26733
2035,2352344.1405,2242489.01014
2036,2398211.53181,2284112.8953
