year,annotation,Average Load
2003,,425.0
2004,,436.0
2005,,437.0
2006,,435.0
2007,,428.0
2008,,458.0
2009,,447.0
2010,,473.0
2011,,473.0
2012,,470.0
2013,,472.0
2014,start of forecast,474.0
2015,,474.0
2016,,474.0
2017,,474.0
2018,,474.0
2019,,475.0
2020,,475.0
2021,,475.0
2022,,475.0
2023,,475.0
2024,,475.0
2025,,475.0
2026,,475.0
2027,,475.0
2028,,476.0
2029,,476.0
2030,,476.0
2031,,476.0
2032,,476.0
2033,,476.0
2034,,476.0
2035,,476.0
2036,,476.0
2037,,477.0
2038,,477.0
2039,,477.0
2040,,477.0
