year,Base case cost,Modeled water and wastewater efficiency
2017,84573.2800874,103121.505823
2018,88619.9268385,105926.014033
2019,94153.8553727,109760.579223
2020,96746.4339687,111558.46956
2021,98682.9332383,112902.008443
2022,100128.676777,113905.717991
2023,101086.745324,114571.803385
2024,102043.308775,115236.804173
2025,103001.570278,115903.000549
2026,104294.221787,116800.845081
2027,105420.784846,117583.630077
2028,106216.203104,118137.053743
2029,107376.782738,118944.014029
2030,108201.163875,119518.020481
2031,109516.720409,120432.080315
