year,Base case diesel consumed,Modeled residential ashp
2017,1500.67992923,-7992.92440865
2018,1500.67992923,-7992.92440865
2019,1500.67992923,-7992.92440865
2020,1500.67992923,-7992.92440865
2021,1500.67992923,-7992.92440865
2022,1416.88928999,-8076.71504789
2023,1416.88928999,-8076.71504789
2024,1416.88928999,-8076.71504789
2025,1416.88928999,-8076.71504789
2026,1416.88928999,-8076.71504789
2027,1333.09865075,-8160.50568713
2028,1333.09865075,-8160.50568713
2029,1333.09865075,-8160.50568713
2030,1333.09865075,-8160.50568713
2031,1333.09865075,-8160.50568713
