year,Base case cost,Modeled diesel efficiency
2019,85747.2841752,228819.128855
2020,91657.1006262,230655.742739
2021,95556.7820427,230747.834824
2022,98306.9813061,229875.874531
2023,99849.3490684,227984.920325
2024,100808.223352,225640.699511
2025,102654.980212,224179.017931
2026,104760.419181,223026.1087
2027,106575.083901,221680.740719
2028,108101.891837,220143.881388
2029,110552.564448,219515.450801
2030,112313.742264,218327.151486
2031,114637.018799,217715.226998
2032,116940.845551,217149.464482
2033,118796.354814,216238.487801
2034,120612.964511,215353.033995
2035,122039.606067,214172.522582
2036,124970.688308,214417.750011
2037,126107.528103,213088.552389
2038,129027.912964,213436.134954
