year,Base case cost,Modeled water and wastewater efficiency
2017,64383.5149179,50072.859853
2018,68812.5781855,53108.3645081
2019,74906.8552655,57322.099851
2020,77949.1161792,59382.4805502
2021,80018.0468142,60757.4705599
2022,81527.8757181,61739.5281595
2023,82616.6348718,62426.0764765
2024,83431.0546424,62920.8599414
2025,84525.4911818,63615.3354774
2026,85762.7851017,64412.6216867
2027,86859.2665621,65112.2074285
2028,87815.3789087,65714.372902
2029,89070.2782618,66529.6909187
2030,89766.0632917,66951.7143591
2031,91148.514409,67860.1857178
