year,population
2003,101.0
2004,97.0
2005,97.0
2006,99.0
2007,98.0
2008,78.0
2009,77.0
2010,73.0
2011,74.0
2012,73.0
2013,73.0
2014,72.0
2015,71.0
2016,71.0
2017,70.0
2018,70.0
2019,70.0
2020,69.0
2021,69.0
2022,69.0
2023,68.0
2024,67.0
2025,67.0
2026,66.0
2027,66.0
2028,66.0
2029,66.0
2030,66.0
2031,66.0
2032,65.0
2033,65.0
2034,64.0
2035,64.0
2036,63.0
2037,63.0
2038,63.0
2039,63.0
2040,62.0
