year,Base case cost,Modeled non-residential energy efficiency
2017,285399.513268,327572.201979
2018,308447.848522,347835.421215
2019,340139.309496,376296.635981
2020,355985.039983,389827.247348
2021,366788.947133,398629.877586
2022,374711.812377,404744.424605
2023,380473.89619,408850.347598
2024,384795.459051,411627.123591
2025,390557.542864,415794.933274
2026,397039.887154,420672.831444
2027,402801.970968,424899.660971
2028,407843.794305,428474.73837
2029,414326.138595,433438.082205
2030,417927.440978,435707.668883
2031,425130.045745,441404.919524
