year,Base case diesel consumed,Modeled residential energy efficiency
2017,9493.60433788,8462.2066156
2018,9493.60433788,8462.2066156
2019,9493.60433788,8462.2066156
2020,9493.60433788,8462.2066156
2021,9493.60433788,8462.2066156
2022,8963.52783013,7932.13010784
2023,8963.52783013,7932.13010784
2024,8963.52783013,7932.13010784
2025,8963.52783013,7932.13010784
2026,8963.52783013,7932.13010784
2027,8433.45132237,7402.05360008
2028,8433.45132237,7402.05360008
2029,8433.45132237,7402.05360008
2030,8433.45132237,7402.05360008
2031,8433.45132237,7402.05360008
