year,Base case cost,Modeled residential energy efficiency
2017,1446815.44248,1476991.15542
2018,1531609.11427,1539944.62106
2019,1652917.74831,1634127.99598
2020,1714885.81382,1680049.55411
2021,1765877.80975,1717582.87071
2022,1817914.52934,1758138.70442
2023,1852010.75545,1782728.10837
2024,1886426.73374,1807789.03947
2025,1930790.96747,1842946.44411
2026,1972277.75386,1874158.71554
2027,2011004.53525,1903358.54883
2028,2043635.7527,1927813.28704
2029,2093062.20715,1967985.63588
2030,2136393.09767,2003406.49491
2031,2180086.17413,2037499.45333
