year,Base case cost,Modeled water and wastewater efficiency
2017,84573.2800875,101087.107532
2018,88619.9268386,102910.036199
2019,94153.8553727,105786.027575
2020,96746.4339687,106647.810684
2021,98682.9332383,107077.182335
2022,100128.676777,107188.150446
2023,101086.745324,106982.418073
2024,102043.308775,106796.034276
2025,103001.570278,106630.800397
2026,104294.221787,106716.701354
2027,105420.784846,106706.572691
2028,106216.203104,106485.666572
2029,107376.782739,106536.44548
2030,108201.163875,106371.993514
2031,109516.720409,106564.902585
