year,Base case cost,Modeled non-residential energy efficiency
2017,2078998.21924,2160713.03266
2018,2178786.44267,2245524.71254
2019,2315995.24989,2364848.4361
2020,2378362.88954,2415622.16186
2021,2424099.15861,2451279.88577
2022,2457361.89975,2475635.02228
2023,2478151.11297,2488684.09506
2024,2498940.32618,2501874.63156
2025,2519729.5394,2515203.31659
2026,2548834.4379,2536300.86127
2027,2573781.49376,2553713.18014
2028,2590412.86433,2563620.21072
2029,2615359.92019,2581286.8358
2030,2631991.29076,2591442.21229
2031,2661096.18926,2613168.33694
