year,Base case diesel consumed,Modeled non-residential ashp
2017,39285.9910968,-46118.3374599
2018,39285.9910968,-46118.3374599
2019,39285.9910968,-46118.3374599
2020,39285.9910968,-46118.3374599
2021,39285.9910968,-46118.3374599
2022,39285.9910968,-46118.3374599
2023,39285.9910968,-46118.3374599
2024,39285.9910968,-46118.3374599
2025,39285.9910968,-46118.3374599
2026,39285.9910968,-46118.3374599
2027,39285.9910968,-46118.3374599
2028,39285.9910968,-46118.3374599
2029,39285.9910968,-46118.3374599
2030,39285.9910968,-46118.3374599
2031,39285.9910968,-46118.3374599
