year,Base case diesel consumed,Modeled residential ashp
2017,29081.2477935,-166217.985614
2018,29451.2960815,-165847.937326
2019,30006.3685135,-165292.864894
2020,30376.4168015,-164922.816606
2021,30746.4650895,-164552.768318
2022,31301.5375215,-163997.695886
2023,31671.5858095,-163627.647598
2024,32041.6340975,-163257.59931
2025,32596.7065295,-162702.526878
2026,32966.7548175,-162332.47859
2027,33336.8031055,-161962.430302
2028,33706.8513935,-161592.382014
2029,34261.9238255,-161037.309582
2030,34816.9962575,-160482.23715
2031,35187.0445455,-160112.188862
