year,Base case diesel consumed,Modeled residential energy efficiency
2017,195299.233213,134677.716742
2018,197784.344835,137162.828365
2019,201512.01227,140890.495799
2020,203997.123893,143375.607422
2021,206482.235515,145860.719045
2022,210209.90295,149588.386479
2023,212695.014572,152073.498102
2024,215180.126195,154558.609725
2025,218907.793629,158286.277159
2026,221392.905252,160771.388782
2027,223878.016875,163256.500405
2028,226363.128498,165741.612027
2029,230090.795932,169469.279462
2030,233818.463366,173196.946896
2031,236303.574989,175682.058519
