year,Base case cost,Modeled transmission and interties
2021,1194080.55428,
2022,1224528.2846,
2023,1245139.04462,
2024,1262344.07732,
2025,1283038.24252,
2026,1308530.32319,
2027,1329831.69974,
2028,1347041.28644,
2029,1370629.25143,
2030,1385070.86265,
2031,1410464.02904,
2032,1436699.62276,
2033,1462213.13591,
2034,1489170.81019,
2035,1506380.39689,
2036,1534300.84524,
2037,1550908.69815,
2038,1578347.75946,
2039,1599167.74897,
2040,1629254.43901,
