year,Base case diesel consumed,Modeled diesel efficiency
2019,3488.13253455,3171.02957687
2020,3488.13253455,3171.02957687
2021,3488.13253455,3171.02957687
2022,3488.13253455,3171.02957687
2023,3488.13253455,3171.02957687
2024,3488.13253455,3171.02957687
2025,3488.13253455,3171.02957687
2026,3488.13253455,3171.02957687
2027,3488.13253455,3171.02957687
2028,3488.13253455,3171.02957687
2029,3488.13253455,3171.02957687
2030,3488.13253455,3171.02957687
2031,3488.13253455,3171.02957687
2032,3488.13253455,3171.02957687
2033,3488.13253455,3171.02957687
2034,3488.13253455,3171.02957687
2035,3488.13253455,3171.02957687
2036,3488.13253455,3171.02957687
2037,3488.13253455,3171.02957687
2038,3488.13253455,3171.02957687
