year,annotation,Average Load
2003,,238.0
2004,,255.0
2005,,247.0
2006,,269.0
2007,,299.0
2008,,329.0
2009,,273.0
2010,,302.0
2011,,334.0
2012,,388.0
2013,,374.0
2014,,341.0
2015,,332.0
2016,start of forecast,363.0
2017,,363.0
2018,,363.0
2019,,363.0
2020,,363.0
2021,,363.0
2022,,363.0
2023,,363.0
2024,,363.0
2025,,363.0
2026,,363.0
2027,,363.0
2028,,363.0
2029,,363.0
2030,,363.0
2031,,363.0
2032,,363.0
2033,,363.0
2034,,363.0
2035,,363.0
2036,,363.0
2037,,363.0
2038,,363.0
2039,,363.0
2040,,363.0
