year,Base case cost,Modeled diesel efficiency
2019,13785.7064083,161539.759065
2020,14530.3468755,158724.346381
2021,15047.5004382,155783.979573
2022,15431.195017,152802.22016
2023,15695.0798261,149789.603079
2024,15911.950675,146810.476782
2025,16172.8023254,143945.777138
2026,16489.7674123,141204.789029
2027,16758.2019595,138490.677669
2028,16975.0728084,135799.021677
2029,17272.3223635,133248.143768
2030,17454.311887,130658.603662
2031,17774.3101326,128259.095974
2032,18104.9244337,125932.295871
2033,18426.4392586,123658.802214
2034,18766.1530359,121461.988545
2035,18983.0238848,119212.225514
2036,19334.870297,117142.517186
2037,19544.158249,114999.215783
2038,19889.9383438,113034.691037
