year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,3488.13,7338.42,294381.71,107962.7
2018,3488.13,7339.67,294381.71,108912.25
2019,3488.13,7341.01,294381.71,108912.25
2020,3488.13,7342.96,294381.71,108912.25
2021,3488.13,7344.18,294381.71,109861.8
2022,3488.13,7344.04,294381.71,109861.8
2023,3488.13,7342.33,294381.71,108912.25
2024,3488.13,7341.61,294381.71,108912.25
2025,3488.13,7341.83,294381.71,108912.25
2026,3488.13,7343.46,294381.71,108912.25
2027,3488.13,7344.32,294381.71,109861.8
2028,3488.13,7344.57,294381.71,109861.8
2029,3488.13,7351.62,294381.71,110811.36
2030,3488.13,7356.92,294381.71,112710.46
2031,3488.13,7360.36,294381.71,112710.46
2032,3488.13,,,112710.46
2033,3488.13,,,111760.91
2034,3488.13,,,111760.91
2035,3488.13,,,111760.91
2036,3488.13,,,111760.91
