year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,32549.2,1305716.27,546373.9,59312.16,1355842.4,553564.31
2018,35008.76,1404142.16,587593.94,59352.44,1356363.6,557649.68
2019,38376.05,1538917.78,637456.81,59402.39,1357077.28,557943.1
2020,39953.79,1601761.88,660707.21,59444.15,1357410.07,558079.92
2021,41049.31,1645407.17,682755.8,59471.38,1357641.18,562051.15
2022,41856.36,1677789.15,694840.6,59476.9,1357812.66,562122.14
2023,42402.12,1700059.77,697074.43,59458.28,1357930.59,558293.92
2024,42854.41,1718362.63,703845.93,59452.45,1358027.51,558333.77
2025,43404.69,1740377.26,711990.67,59460.52,1358144.08,558381.7
2026,44081.62,1767127.6,721887.48,59489.49,1358285.73,558439.94
2027,44652.0,1789782.2,736635.85,59506.83,1358405.7,562367.65
2028,45110.14,1808085.06,743466.39,59514.53,1358502.62,562407.78
2029,45779.94,1833171.5,759335.34,59618.95,1358635.46,566341.83
2030,46196.8,1848530.55,778229.52,59696.67,1358716.79,574134.3
2031,46893.62,1875536.87,788569.48,59751.02,1358859.8,574194.73
2032,,,799252.47,,,574257.16
2033,,,802820.44,,,570437.35
2034,,,813704.98,,,570501.07
2035,,,820653.59,,,570541.75
2036,,,831926.87,,,570607.74
