year,annotation,Average Load
2003,,1281.0
2004,,1323.0
2005,,1343.0
2006,,1363.0
2007,,1388.0
2008,,1429.0
2009,,1423.0
2010,,1408.0
2011,,1458.0
2012,,1414.0
2013,,1422.0
2014,start of forecast,1385.0
2015,,1384.0
2016,,1383.0
2017,,1382.0
2018,,1380.0
2019,,1378.0
2020,,1376.0
2021,,1374.0
2022,,1371.0
2023,,1369.0
2024,,1366.0
2025,,1363.0
2026,,1360.0
2027,,1357.0
2028,,1354.0
2029,,1351.0
2030,,1348.0
2031,,1345.0
2032,,1342.0
2033,,1339.0
2034,,1336.0
2035,,1334.0
2036,,1331.0
2037,,1329.0
2038,,1326.0
2039,,1324.0
2040,,1322.0
