year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,27185.2102539,20117.0555879
2018,27185.2102539,20117.0555879
2019,27185.2102539,20117.0555879
2020,27185.2102539,20117.0555879
2021,27185.2102539,20117.0555879
2022,27185.2102539,20117.0555879
2023,27185.2102539,20117.0555879
2024,27185.2102539,20117.0555879
2025,27185.2102539,20117.0555879
2026,27185.2102539,20117.0555879
2027,27185.2102539,20117.0555879
2028,27185.2102539,20117.0555879
2029,27185.2102539,20117.0555879
2030,27185.2102539,20117.0555879
2031,27185.2102539,20117.0555879
