year,Base case cost,Modeled biomass for heat (cordwood)
2017,124415.993328,139391.798204
2018,136265.287876,148695.287694
2019,156051.737876,165094.041819
2020,165714.887876,172935.995542
2021,172156.987876,178060.601305
2022,173706.231101,178512.50646
2023,177314.471101,181243.385631
2024,176384.55565,179585.071195
2025,179919.91565,182257.460769
2026,183897.19565,185307.872927
2027,183568.710198,184130.140806
2028,186165.570198,186026.057059
2029,186055.973423,185009.460948
2030,188174.423423,186510.589109
2031,192411.323423,189782.130796
2032,192005.397972,188487.709998
2033,196151.197972,191680.055147
2034,200296.997972,194878.143615
2035,198733.95252,192585.517327
2036,202788.65252,195703.591756
