year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,24287.53,0.0,27185.21,19741.0
2018,25465.58,0.0,27185.21,18829.69
2019,25074.38,0.0,27185.21,18829.69
2020,21898.93,0.0,27185.21,18829.69
2021,20778.41,0.0,27185.21,18829.69
2022,18891.71,0.0,27185.21,17918.37
2023,16531.45,0.0,27185.21,17918.37
2024,14517.76,0.0,27185.21,17007.06
2025,12256.25,0.0,27185.21,17007.06
2026,9894.75,0.0,27185.21,17007.06
2027,7532.83,0.0,27185.21,16095.75
2028,5129.67,0.0,27185.21,16095.75
2029,2878.89,0.0,27185.21,15184.44
2030,640.06,0.0,27185.21,15184.44
2031,0.0,0.0,27185.21,15184.44
2032,0.0,0.0,27185.21,14273.13
2033,0.0,0.0,27185.21,14273.13
2034,0.0,0.0,27185.21,14273.13
2035,0.0,0.0,27185.21,13361.81
2036,0.0,0.0,27185.21,13361.81
2037,0.0,0.0,27185.21,13361.81
2038,0.0,0.0,27185.21,12450.5
2039,0.0,0.0,27185.21,12450.5
2040,0.0,0.0,27185.21,12450.5
