year,Base case cost,Modeled non-residential energy efficiency
2017,121899.520298,141318.823521
2018,130827.230371,149357.709672
2019,143210.828213,160819.914473
2020,149258.63181,166056.003851
2021,153290.500875,169322.490172
2022,156458.397997,171754.154455
2023,158762.323177,173350.608529
2024,160490.267062,174395.267949
2025,162794.192242,176022.941038
2026,165386.108069,177949.471659
2027,167690.033249,179606.917517
2028,169417.977134,180711.139233
2029,172009.892961,182680.773244
2030,173449.846199,183528.928389
2031,176329.752674,185809.435206
