year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,46926.0,39841.9337144
2018,46015.0,38930.9337144
2019,46015.0,38930.9337144
2020,46015.0,38930.9337144
2021,46015.0,38930.9337144
2022,45103.0,38018.9337144
2023,45103.0,38018.9337144
2024,44192.0,37107.9337144
2025,44192.0,37107.9337144
2026,44192.0,37107.9337144
2027,43281.0,36196.9337144
2028,43281.0,36196.9337144
2029,42369.0,35284.9337144
2030,42369.0,35284.9337144
2031,42369.0,35284.9337144
2032,41458.0,34373.9337144
2033,41458.0,34373.9337144
2034,41458.0,34373.9337144
2035,40547.0,33462.9337144
2036,40547.0,33462.9337144
