year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,30470.61,111006.31,260465.88,15099.14,151408.65,192154.36
2018,32619.72,118868.82,271665.2,15705.87,157397.34,199754.66
2019,35432.18,129150.57,293107.21,16496.44,165228.7,213022.0
2020,36750.32,133989.03,300162.71,16873.62,168914.04,217773.35
2021,37737.27,137617.89,305454.33,17157.97,171678.05,221336.86
2022,38393.53,140037.12,308982.07,17349.11,173520.72,223712.54
2023,38890.84,141851.54,311627.88,17487.43,174902.73,225494.29
2024,39304.62,143363.57,313832.73,17603.32,176054.4,226979.09
2025,39715.25,144875.59,316037.57,17722.24,177206.07,228463.89
2026,40286.85,146992.42,319124.35,17891.84,178818.41,230542.61
2027,40769.92,148806.84,321770.16,18043.71,180200.41,232324.36
2028,41171.78,150318.86,323975.0,18170.83,181352.08,233809.16
2029,41661.61,152133.29,326620.81,18316.07,182734.09,235590.92
2030,41981.11,153342.91,328384.68,18419.52,183655.42,236778.75
2031,42635.15,155762.14,339609.02,18612.11,185498.1,242891.22
2032,,,342767.38,,,245002.41
2033,,,345925.73,,,247113.61
2034,,,349535.28,,,249526.41
2035,,,351340.06,,,250732.8
2036,,,354949.61,,,253145.6
